codigo,Anho,Clasificacion,Empresa,Ingresos
607,1963,382,Evans Products,117.4
642,1963,383,Purex Industries,117.3
622,1963,384,Inland Container,117.2
574,1963,385,Vulcan Materials,117.1
313,1963,386,Fibreboard,116.8
636,1963,387,Kern County Land,116.7
335,1963,388,Eagle-Picher Industries,116.0
367,1963,389,Glen Alden,115.0
425,1963,390,U.S. Industries,114.7
386,1963,391,Bliss (E.W.),114.6
655,1963,392,Chesebrough-Pond's,114.6
453,1963,393,Armstrong Rubber,114.4
561,1963,394,Western Publishing Group,114.1
193,1963,395,Rheem Manufacturing,114.1
331,1963,396,Amerada Hess,114.0
359,1963,397,Olivetti Underwood,113.8
649,1963,398,Maremont,112.2
388,1963,399,I-T-E Imperial,111.7
616,1963,400,Riegel Paper,111.7
675,1963,401,International Pipe & Ceramics,111.4
573,1963,402,Botany Industries,111.3
342,1963,403,Maytag,111.2
624,1963,404,Howmet,110.6
621,1963,405,Di Giorgio,110.5
445,1963,406,Mohasco,110.3
576,1963,407,Potlatch,109.2
660,1963,408,Hewlett-Packard,109.2
590,1963,409,Reichhold Chemicals,109.1
422,1963,410,Calumet & Hecia,108.3
634,1963,411,Mead Johnson,108.0
586,1963,412,Delhi-Taylor Oil,107.4
637,1963,413,Witco,107.1
550,1963,414,Wyandotte Chemicals,106.8
585,1963,415,McCall,106.8
489,1963,416,Consolidated Cigar,106.6
334,1963,417,Royal McBee,106.3
647,1963,418,Grolier,106.3
338,1963,419,Wagner Electric,106.1
645,1963,420,Spencer Chemical,106.0
626,1963,421,Friden,105.2
438,1963,422,Pennwalt Corp,105.2
676,1963,423,Xerox,104.5
336,1963,424,Wm. Wrigley Jr.,104.3
609,1963,425,Polaroid,103.7
431,1963,426,Ekco Products,103.3
597,1963,427,Safety-Kleen,103.2
390,1963,428,American Optical,103.1
611,1963,429,Standard Pressed Steel,103.0
330,1963,430,Pepperell Manufacturing,101.9
526,1963,431,Briggs & Stratton,101.8
562,1963,432,Hupp,101.7
656,1963,433,Fairchild Camera & Instrument,101.5
389,1963,434,Canada Dry,101.4
362,1963,435,Lukens Steel,101.4
399,1963,436,Handy & Harman,101.1
677,1963,437,Cabot,100.9
595,1963,438,Champion Spark Plug,100.4
678,1963,439,Air Products & Chem.,100.1
466,1963,440,USM,99.7
433,1963,441,Clevite,99.6
600,1963,442,Hanna Mining,99.5
459,1963,443,P.R. Mallory,99.1
170,1963,444,Alco Products,98.7
391,1963,445,American Agricultural Chemical,98.6
625,1963,446,Seaboard,98.5
658,1963,447,Kellwood,97.8
328,1963,448,Virginia-Carolina Chemical,97.8
395,1963,449,Hartmarx,97.8
577,1963,450,Eastern States Farmers' Exch.,97.6
639,1963,451,Miehle-Goss-Dexter,97.4
614,1963,452,Miles Laboratories,97.4
635,1963,453,Federal Pacific Electric,97.3
679,1963,454,MacMillan,96.7
442,1963,455,Lily-Tulip Cup,96.3
629,1963,456,Universal Match,95.8
412,1963,457,Houdaille Industries,95.5
474,1963,458,Arvin Industries,95.3
405,1963,459,Tennessee Corp.,94.9
666,1963,460,Flavorland Industries,94.7
414,1963,461,Joy Technologies,93.4
644,1963,462,Commonwealth Oil Refining,93.4
500,1963,463,Copperweld Steel,93.2
680,1963,464,Amphenol-Borg Electronics,93.1
393,1963,465,Raybestos-Manhattan,93.0
657,1963,466,Woodward Iron,92.9
557,1963,467,Sundstrand,92.8
601,1963,468,Federal Paper Board,91.8
484,1963,469,Detroit Steel,90.2
681,1963,470,Collins & Aikman,90.2
605,1963,471,Standard Kollsman Industries,90.0
556,1963,472,Cessna Aircraft,89.8
460,1963,473,Consolidated Papers,89.7
519,1963,474,Chicago Pneumatic Tool,89.6
560,1963,475,Gardner-Denver,89.5
444,1963,476,Gould-National Batteries,89.2
646,1963,477,Harris,89.1
663,1963,478,American Biltrite Rubber,88.9
563,1963,479,Carpenter Technology,88.8
682,1963,480,Bond Stores,88.6
662,1963,481,General Steel Industries,88.4
553,1963,482,Northwestern Steel & Wire,87.7
578,1963,483,Schering-Plough,87.6
661,1963,484,Emhart,87.4
417,1963,485,Joy Global,87.4
683,1963,486,Fieldcrest Cannon,87.2
376,1963,487,Riegel Textile,87.1
668,1963,488,Sprague Electric,87.0
684,1963,489,General Instrument,86.5
429,1963,490,Lehigh Portland Cement,85.8
664,1963,491,Atlas Chemical Industries,85.5
424,1963,492,Bibb Manufacturing,85.3
669,1963,493,Hobart,85.0
517,1963,494,Ceco Industries,84.5
648,1963,495,Robertson-Ceco,84.3
685,1963,496,Duncan Foods,84.1
670,1963,497,Pitney Bowes,84.1
686,1963,498,Ampex,84.1
441,1963,499,Harbison-Walker Refractories,84.1
403,1963,500,Interlake Iron,83.3
1,1964,1,General Motors,16494.8
2,1964,2,Exxon Mobil,10264.3
501,1964,3,Ford Motor,8742.5
4,1964,4,General Electric,4918.7
9,1964,5,Mobil,4352.1
3,1964,6,U.S. Steel,3599.3
6,1964,7,Chrysler,3505.3
14,1964,8,Texaco,3415.7
8,1964,9,Gulf Oil,2977.9
15,1964,10,AT&T Technologies,2833.0
10,1964,11,DuPont,2584.6
5,1964,12,Esmark,2473.4
11,1964,13,Amoco,2226.9
18,1964,14,ChevronTexaco,2202.5
16,1964,15,Shell Oil,2128.6
13,1964,16,CBS,2127.3
12,1964,17,Bethlehem Steel,2095.8
61,1964,18,Intl. Business Machines,2059.6
22,1964,19,Navistar International,1957.4
34,1964,20,Lockheed Martin,1930.5
42,1964,21,Rockwell Automation,1867.1
17,1964,22,Kraft,1839.0
7,1964,23,Armour,1810.6
23,1964,24,RCA,1779.1
20,1964,25,Boeing,1771.4
19,1964,26,Goodyear Tire & Rubber,1731.1
24,1964,27,Union Carbide,1668.2
27,1964,28,Procter & Gamble,1654.5
617,1964,29,General Telephone & Electronics,1443.4
41,1964,30,General Dynamics,1415.1
502,1964,31,ITT Industries,1414.1
25,1964,32,Firestone Tire & Rubber,1382.0
39,1964,33,United Technologies,1281.1
30,1964,34,ConocoPhillips,1274.7
66,1964,35,Sperry,1227.1
31,1964,36,General Foods,1216.2
29,1964,37,Citgo Petroleum,1213.9
21,1964,38,Sinclair Oil,1211.5
87,1964,39,Monsanto,1192.3
45,1964,40,Continental Group,1154.0
40,1964,41,American Can,1149.4
53,1964,42,Conoco,1147.1
36,1964,43,International Paper,1144.6
76,1964,44,American Motors,1132.4
33,1964,45,Borden Chemical,1118.9
28,1964,46,Republic Steel,1114.2
43,1964,47,Eastman Kodak,1106.7
86,1964,48,Burlington Industries Equity,1084.9
147,1964,49,GenCorp,1084.2
32,1964,50,Uniroyal,980.2
35,1964,51,Alcoa,972.1
69,1964,52,Dow Chemical,967.7
111,1964,53,Martin Marietta,966.6
75,1964,54,Caterpillar,966.1
51,1964,55,Honeywell Intl.,963.1
67,1964,56,Nabisco Group Holdings,961.6
50,1964,57,ARMCO,933.4
164,1964,58,Bestfoods,856.9
57,1964,59,National Intergroup,846.5
38,1964,60,Sunoco,844.1
55,1964,61,Jones & Laughlin Steel,835.8
44,1964,62,Goodrich,828.8
46,1964,63,Bendix,813.1
49,1964,64,Ryerson Tull,808.1
77,1964,65,Ralston Purina,807.8
91,1964,66,Singer,790.2
59,1964,67,Olin,779.2
68,1964,68,PPG Industries,778.5
131,1964,69,3M,761.8
115,1964,70,Colgate-Palmolive,722.0
78,1964,71,American Cyanamid,710.5
62,1964,72,Anaconda,708.6
52,1964,73,AMAX,706.9
37,1964,74,Wilson,700.1
26,1964,75,Douglas Aircraft,698.3
81,1964,76,BorgWarner,688.5
48,1964,77,Fortune Brands,678.0
63,1964,78,Tidewater Oil,661.7
89,1964,79,Owens-Illinois,654.1
132,1964,80,Honeywell,648.5
104,1964,81,Deere,639.1
88,1964,82,Campbell Soup,638.2
126,1964,83,Coca-Cola,637.4
70,1964,84,Youngstown Sheet & Tube,626.9
47,1964,85,Atlantic Richfield,624.3
72,1964,86,NL Industries,618.6
138,1964,87,FMC,618.0
103,1964,88,Crown Zellerbach,616.6
98,1964,89,Morrell (John),613.4
107,1964,90,J.P. Stevens,609.4
80,1964,91,Pure Oil,597.7
74,1964,92,Sealed Air,596.8
161,1964,93,St. Regis,593.9
116,1964,94,NCR,592.6
292,1964,95,Textron,587.0
114,1964,96,Weyerhaeuser,581.9
82,1964,97,Nabisco Brands,578.4
213,1964,98,White Motor,572.4
109,1964,99,Beatrice,569.5
97,1964,100,Reynolds Metals,565.6
252,1964,101,McDonnell Douglas,565.3
599,1964,102,Litton Industries,553.1
60,1964,103,Asarco,544.5
54,1964,104,Allis-Chalmers,543.9
177,1964,105,Kimberly-Clark,539.0
185,1964,106,Whirlpool,538.7
73,1964,107,Standard Brands,535.1
157,1964,108,Wyeth,532.4
100,1964,109,American Standard,527.5
56,1964,110,General Mills,523.9
83,1964,111,Avco,514.1
71,1964,112,Kennecott,504.9
84,1964,113,Unocal,502.1
99,1964,114,BP America,500.7
178,1964,115,Raytheon,488.9
101,1964,116,United Merchants & Mfrs.,488.1
189,1964,117,Eaton,487.2
504,1964,118,Sunray DX Oil,483.5
112,1964,119,TRW,482.6
169,1964,120,Hercules,476.5
150,1964,121,Continental Baking,476.0
160,1964,122,Quantum Chemical,470.5
129,1964,123,Grumman,468.2
267,1964,124,Mead,467.7
121,1964,125,Marathon Oil,466.2
142,1964,126,H.J. Heinz,464.2
408,1964,127,Georgia-Pacific,451.0
79,1964,128,Pullman,438.5
136,1964,129,Kaisertech,437.1
96,1964,130,Amstar,435.7
95,1964,131,Carnation,435.4
93,1964,132,Hygrade Food Products,424.7
566,1964,133,Lever Brothers,414.9
117,1964,134,Manville,414.9
215,1964,135,Pfizer,414.3
568,1964,136,IPL,408.6
90,1964,137,Pillsbury,407.7
141,1964,138,Studebaker,403.3
122,1964,139,Foremost Dairies,402.8
540,1964,140,Ogden,400.6
205,1964,141,Genesco,400.5
394,1964,142,Norton Simon,399.5
92,1964,143,Hormel Foods,393.7
218,1964,144,Altria Group,388.0
187,1964,145,Unisys,387.4
135,1964,146,Del Monte Foods,385.8
156,1964,147,Motorola,377.9
118,1964,148,Babcock & Wilcox,377.7
583,1964,149,Signal Companies,377.1
113,1964,150,Quaker Oats,375.8
133,1964,151,Scott Paper,370.0
233,1964,152,McGraw-Edison,368.3
134,1964,153,Ashland,366.1
240,1964,154,Champion Papers,364.4
94,1964,155,Republic Aviation,362.0
159,1964,156,Johnson & Johnson,359.2
242,1964,157,AMF,357.9
176,1964,158,Pet,357.0
210,1964,159,Celanese,356.3
151,1964,160,Kaiser Industries,354.6
171,1964,161,Container Corp. of America,352.2
183,1964,162,Northrop Grumman,347.0
148,1964,163,Anheuser-Busch,343.6
201,1964,164,Central Soya,342.8
144,1964,165,Armstrong Holdings,341.9
246,1964,166,Champion International,338.5
102,1964,167,Crane,337.4
432,1964,168,LTV,329.0
108,1964,169,Phelps Dodge,327.2
127,1964,170,Rockwell-Standard,326.7
64,1964,171,Cudahy,323.6
224,1964,172,Zenith Electronics,323.6
186,1964,173,Kellogg,321.6
125,1964,174,Otis Elevator,321.4
128,1964,175,J.E. Seagram,318.4
223,1964,176,Brown Shoe,316.9
570,1964,177,Brunswick,315.7
200,1964,178,Dana,311.7
687,1964,179,Intl. Multifoods,308.4
251,1964,180,BOC,306.4
258,1964,181,Mack Trucks,305.9
146,1964,182,USG,303.2
140,1964,183,Richfield Oil,301.6
235,1964,184,Lorillard,300.8
494,1964,185,Warner-Lambert,300.4
202,1964,186,Carrier,299.0
194,1964,187,Gillette,295.7
123,1964,188,Furniture Brands Intl.,295.6
168,1964,189,Koppers,292.8
228,1964,190,Timken,292.5
567,1964,191,Sherwin-Williams,291.8
204,1964,192,Combustion Engineering,291.6
190,1964,193,Westvaco,289.9
105,1964,194,Liggett Group,289.6
209,1964,195,Corning,289.2
541,1964,196,GATX,287.6
208,1964,197,Consolidation Coal,285.1
234,1964,198,Rohm & Haas,283.9
120,1964,199,A.O. Smith,281.8
179,1964,200,Dart Industries,280.5
139,1964,201,Oscar Mayer,278.9
300,1964,202,Flintkote,278.8
290,1964,203,Diamond International,278.1
587,1964,204,Texas Instruments,276.5
149,1964,205,McNeill & Libby,276.3
227,1964,206,Owens Corning,274.2
596,1964,207,Thiokol,271.4
110,1964,208,Rath Packing,271.4
155,1964,209,Archer Daniels Midland,271.3
503,1964,210,Merritt-Chapman & Scott,269.4
172,1964,211,M. Lowenstein,265.5
211,1964,212,Fruehauf,265.4
212,1964,213,Merck,264.6
314,1964,214,Clark Equipment,263.5
188,1964,215,Walter Industries,261.1
184,1964,216,Allegheny International,259.1
153,1964,217,Skelly Oil,255.8
195,1964,218,Crucible Steel,253.1
191,1964,219,Sterling Drug,252.5
385,1964,220,H.K. Porter,251.7
175,1964,221,Cannon Mills,251.3
337,1964,222,Stauffer Chemical,251.1
241,1964,223,National Gypsum,250.3
316,1964,224,Collins Radio,250.1
688,1964,225,Universal American,249.4
236,1964,226,Ingersoll-Rand,249.1
455,1964,227,Avon Products,248.6
671,1964,228,Eltra,246.7
238,1964,229,Kaiser Steel,245.0
253,1964,230,Eli Lilly,241.9
165,1964,231,Revere Copper & Brass,241.5
237,1964,232,Dresser Industries,241.3
256,1964,233,Westinghouse Air Brake,241.2
154,1964,234,Glidden,241.0
513,1964,235,Cerro,240.1
152,1964,236,Aeroquip-Vickers,240.0
281,1964,237,Union Camp,238.8
167,1964,238,Wheeling Pittsburgh,235.9
505,1964,239,McLouth Steel,233.9
419,1964,240,Bristol-Myers Squibb,232.4
203,1964,241,Grinnell,231.4
571,1964,242,Farmland Industries,229.1
672,1964,243,Land O'Lakes,229.1
124,1964,244,ACF Industries,228.6
58,1964,245,Curtiss-Wright,226.7
274,1964,246,Budd,226.6
673,1964,247,Ethyl,226.6
207,1964,248,Newport News Shipbuilding,226.4
288,1964,249,Garrett,225.7
220,1964,250,Cone Mills,222.5
231,1964,251,Campbell Taggart,218.7
364,1964,252,PepsiCo,218.5
603,1964,253,OfficeMax,218.1
250,1964,254,General Precision Equipment,217.9
229,1964,255,Norton,216.0
273,1964,256,Abex,214.7
572,1964,257,Kerr-McGee,214.3
650,1964,258,Jos. Schlitz Brewing,214.0
296,1964,259,GK Technologies,213.7
589,1964,260,Emerson Electric,208.3
630,1964,261,Agway,206.2
119,1964,262,CF&I Steel,205.5
268,1964,263,Crown Holdings,205.4
143,1964,264,Admiral,203.9
197,1964,265,Hershey Foods,203.0
402,1964,266,US Pharmaceuticals,202.3
255,1964,267,Stokely-Van Camp,201.9
346,1964,268,Cluett Peabody,201.6
249,1964,269,Kelsey-Hayes,199.9
259,1964,270,Sunshine Biscuits,199.6
466,1964,271,USM,198.0
248,1964,272,Tecumseh Products,197.0
569,1964,273,Springs Industries,196.6
356,1964,274,Paccar,195.4
434,1964,275,Cummins,194.3
602,1964,276,Lear Siegler,193.1
620,1964,277,Kayser-Roth,192.4
594,1964,278,Pharmacia,191.7
226,1964,279,Studebaker-Worthington,190.9
174,1964,280,Continental Motors,190.8
458,1964,281,Midland-Ross,190.1
272,1964,282,Parke & Davis,189.2
289,1964,283,Blaw-Knox,185.4
217,1964,284,Staley Continental,185.1
302,1964,285,Imcera Group,184.2
542,1964,286,R.R. Donnelley & Sons,184.1
400,1964,287,AM International,183.9
508,1964,288,Hooker Chemical,182.7
548,1964,289,Revlon,181.0
551,1964,290,Philadelphia & Reading,179.2
317,1964,291,Sunbeam/Oster,178.7
623,1964,292,North American Philips,177.8
282,1964,293,GAF,177.7
676,1964,294,Xerox,176.0
284,1964,295,WestPoint Stevens,175.9
446,1964,296,Times Mirror,175.4
413,1964,297,Magnavox,174.5
283,1964,298,Fairmont Foods,174.0
509,1964,299,Federal-Mogul,173.3
269,1964,300,Link-Belt,173.0
380,1964,301,McGraw-Hill,170.4
401,1964,302,Richardson-Vicks,169.9
348,1964,303,Gerber Products,169.6
230,1964,304,American Bakeries,169.5
270,1964,305,Scovill,169.3
352,1964,306,ESB,168.5
618,1964,307,Engelhard Industries,168.3
340,1964,308,Dan River,168.2
689,1964,309,Iowa Beef Processors,167.9
307,1964,310,Squibb,167.0
263,1964,311,Bemis,166.6
309,1964,312,Case,166.6
652,1964,313,Frito-Lay,165.2
254,1964,314,General Host,164.9
653,1964,315,Castle & Cooke,164.1
374,1964,316,Carborundum,162.2
182,1964,317,Schenley Industries,161.4
303,1964,318,Maxus Energy,160.1
544,1964,319,Peabody Coal,159.9
633,1964,320,Bell & Howell,159.3
310,1964,321,Ex-Cell-O,158.7
320,1964,322,Abbott Laboratories,158.6
690,1964,323,FINA,156.0
304,1964,324,Chemetron,155.7
301,1964,325,Interstate Brands,154.4
641,1964,326,Indian Head,153.4
368,1964,327,Outboard Marine,153.1
247,1964,328,Pittsburgh Steel,153.0
286,1964,329,Anchor Hocking,152.8
615,1964,330,Standard Packaging,152.3
318,1964,331,Inmont,152.2
181,1964,332,Curtis Publishing,152.0
354,1964,333,Rockwell Manufacturing,151.2
245,1964,334,Eastern Gas & Fuel Associates,151.1
375,1964,335,Interlake,150.1
592,1964,336,Akzona,149.3
510,1964,337,Coltec Industries,148.5
651,1964,338,Stanley Warner,146.7
607,1964,339,Evans Products,146.1
278,1964,340,Allied Mills,145.2
166,1964,341,Hearst Consolidated Publications,145.2
219,1964,342,National Sugar Refining,145.2
654,1964,343,Murphy Oil,143.9
661,1964,344,Emhart,143.9
344,1964,345,Thomas J. Lipton,143.2
216,1964,346,Pabst Brewing,142.8
325,1964,347,ITT Rayonier,142.3
222,1964,348,Simmons,141.3
382,1964,349,Granite City Steel,140.2
271,1964,350,Cincinnati Milacron,140.0
319,1964,351,Amsted Industries,139.8
306,1964,352,Kendall,139.4
225,1964,353,Foster Wheeler,139.4
598,1964,354,Cyclops Industries,139.0
331,1964,355,Amerada Hess,137.9
358,1964,356,Superior Oil,137.1
438,1964,357,Pennwalt Corp,136.2
294,1964,358,Sharon Steel,135.9
312,1964,359,U.S. Pipe & Foundry,135.5
451,1964,360,Square D,134.2
691,1964,361,Pacolet Industries,133.3
298,1964,362,Ward Foods,133.3
360,1964,363,Certainteed,133.2
387,1964,364,Falstaff Brewing,132.1
285,1964,365,Colorado Milling & Elevator,131.9
631,1964,366,Packaging Corp. of America,131.5
636,1964,367,Kern County Land,130.7
308,1964,368,Stewart-Warner,128.9
261,1964,369,Keebler,128.8
329,1964,370,Beaunit,128.8
576,1964,371,Potlatch,127.9
674,1964,372,Cowles Communications,127.4
642,1964,373,Purex Industries,126.9
333,1964,374,Lone Star Industries,126.8
365,1964,375,Stanley Works,126.8
463,1964,376,Cutler-Hammer,126.7
514,1964,377,National Can,126.6
619,1964,378,Trans Union,126.4
435,1964,379,Ideal Basic Industries,126.4
373,1964,380,American Chain & Cable,126.0
632,1964,381,KVP Sutherland Paper,125.5
199,1964,382,Baldwin-Lima-Hamilton,124.8
600,1964,383,Hanna Mining,124.6
453,1964,384,Armstrong Rubber,124.5
313,1964,385,Fibreboard,124.5
585,1964,386,McCall,124.4
341,1964,387,Keystone Consolidated Industries,124.0
609,1964,388,Polaroid,123.5
545,1964,389,Southern States Cooperative,122.9
637,1964,390,Witco,122.8
386,1964,391,Bliss (E.W.),121.9
649,1964,392,Maremont,121.4
622,1964,393,Inland Container,121.3
643,1964,394,Hammermill Paper,121.1
495,1964,395,Trane,120.4
573,1964,396,Botany Industries,119.7
367,1964,397,Glen Alden,118.8
232,1964,398,Endicott Johnson,118.4
359,1964,399,Olivetti Underwood,117.9
355,1964,400,Ruberoid,117.4
597,1964,401,Safety-Kleen,117.3
342,1964,402,Maytag,117.2
562,1964,403,Hupp,117.2
193,1964,404,Rheem Manufacturing,117.0
655,1964,405,Chesebrough-Pond's,116.9
656,1964,406,Fairchild Camera & Instrument,116.4
616,1964,407,Riegel Paper,116.4
335,1964,408,Eagle-Picher Industries,116.2
574,1964,409,Vulcan Materials,116.0
660,1964,410,Hewlett-Packard,115.9
489,1964,411,Consolidated Cigar,115.6
683,1964,412,Fieldcrest Cannon,115.5
621,1964,413,Di Giorgio,115.3
647,1964,414,Grolier,115.1
675,1964,415,International Pipe & Ceramics,113.7
550,1964,416,Wyandotte Chemicals,112.6
422,1964,417,Calumet & Hecia,112.2
336,1964,418,Wm. Wrigley Jr.,111.5
377,1964,419,Todd Shipyards,111.5
658,1964,420,Kellwood,111.3
590,1964,421,Reichhold Chemicals,110.7
412,1964,422,Houdaille Industries,110.7
681,1964,423,Collins & Aikman,110.3
388,1964,424,I-T-E Imperial,110.2
349,1964,425,Great Western Sugar,109.6
624,1964,426,Howmet,109.6
595,1964,427,Champion Spark Plug,109.3
334,1964,428,Royal McBee,109.2
390,1964,429,American Optical,109.2
614,1964,430,Miles Laboratories,107.8
445,1964,431,Mohasco,107.8
170,1964,432,Alco Products,107.6
561,1964,433,Western Publishing Group,107.0
395,1964,434,Hartmarx,106.9
678,1964,435,Air Products & Chem.,106.7
431,1964,436,Ekco Products,106.2
657,1964,437,Woodward Iron,105.8
611,1964,438,Standard Pressed Steel,105.5
677,1964,439,Cabot,105.4
679,1964,440,MacMillan,105.2
662,1964,441,General Steel Industries,104.5
389,1964,442,Canada Dry,104.3
644,1964,443,Commonwealth Oil Refining,104.3
287,1964,444,Rohr,104.2
338,1964,445,Wagner Electric,103.9
433,1964,446,Clevite,103.1
625,1964,447,Seaboard,102.9
399,1964,448,Handy & Harman,102.4
692,1964,449,Farmers Union Central Exchange,101.8
474,1964,450,Arvin Industries,101.6
500,1964,451,Copperweld Steel,101.4
575,1964,452,New York Times,101.3
666,1964,453,Flavorland Industries,101.0
577,1964,454,Eastern States Farmers' Exch.,99.0
459,1964,455,P.R. Mallory,98.1
526,1964,456,Briggs & Stratton,98.0
693,1964,457,Jonathan Logan,97.5
629,1964,458,Universal Match,97.1
414,1964,459,Joy Technologies,96.9
442,1964,460,Lily-Tulip Cup,96.8
441,1964,461,Harbison-Walker Refractories,96.8
362,1964,462,Lukens Steel,96.8
330,1964,463,Pepperell Manufacturing,96.5
556,1964,464,Cessna Aircraft,96.4
425,1964,465,U.S. Industries,96.0
519,1964,466,Chicago Pneumatic Tool,95.3
393,1964,467,Raybestos-Manhattan,95.2
635,1964,468,Federal Pacific Electric,95.0
663,1964,469,American Biltrite Rubber,94.8
560,1964,470,Gardner-Denver,94.8
601,1964,471,Federal Paper Board,94.3
686,1964,472,Ampex,93.3
511,1964,473,Island Creek Coal,93.2
669,1964,474,Hobart,92.8
639,1964,475,Miehle-Goss-Dexter,92.7
578,1964,476,Schering-Plough,92.6
444,1964,477,Gould-National Batteries,92.5
634,1964,478,Mead Johnson,92.3
517,1964,479,Ceco Industries,91.7
397,1964,480,Bucyrus-Erie,91.5
484,1964,481,Detroit Steel,91.2
685,1964,482,Duncan Foods,91.2
396,1964,483,Savannah Sugar Refining,91.0
694,1964,484,Rexnord,90.8
695,1964,485,U.S. Shoe,90.4
670,1964,486,Pitney Bowes,90.4
682,1964,487,Bond Stores,90.3
664,1964,488,Atlas Chemical Industries,90.2
696,1964,489,Insilco,89.6
553,1964,490,Northwestern Steel & Wire,89.0
552,1964,491,Harsco,88.8
646,1964,492,Harris,88.5
424,1964,493,Bibb Manufacturing,88.0
384,1964,494,Bigelow-Sanford,87.6
697,1964,495,Cooper Industries,87.1
564,1964,496,Masonite,86.8
648,1964,497,Robertson-Ceco,86.2
486,1964,498,Commercial Solvents,86.2
460,1964,499,Consolidated Papers,86.2
606,1964,500,Permanente Cement,86.0
1,1965,1,General Motors,16997.0
2,1965,2,Exxon Mobil,10814.7
501,1965,3,Ford Motor,9670.8
4,1965,4,General Electric,4941.4
9,1965,5,Mobil,4499.4
6,1965,6,Chrysler,4287.3
3,1965,7,U.S. Steel,4077.5
14,1965,8,Texaco,3573.8
61,1965,9,Intl. Business Machines,3239.4
8,1965,10,Gulf Oil,3174.3
15,1965,11,AT&T Technologies,3117.2
10,1965,12,DuPont,2786.5
5,1965,13,Esmark,2610.1
16,1965,14,Shell Oil,2331.9
11,1965,15,Amoco,2317.6
18,1965,16,ChevronTexaco,2285.7
13,1965,17,CBS,2271.2
12,1965,18,Bethlehem Steel,2240.7
22,1965,19,Navistar International,2190.4
42,1965,20,Rockwell Automation,2187.2
19,1965,21,Goodyear Tire & Rubber,2010.6
20,1965,22,Boeing,1969.5
17,1965,23,Kraft,1919.9
27,1965,24,Procter & Gamble,1913.7
7,1965,25,Armour,1887.0
24,1965,26,Union Carbide,1878.9
23,1965,27,RCA,1797.0
617,1965,28,General Telephone & Electronics,1773.6
34,1965,29,Lockheed Martin,1601.0
41,1965,30,General Dynamics,1579.9
502,1965,31,ITT Industries,1542.1
25,1965,32,Firestone Tire & Rubber,1448.8
87,1965,33,Monsanto,1358.7
30,1965,34,ConocoPhillips,1341.5
31,1965,35,General Foods,1338.0
33,1965,36,Borden Chemical,1293.4
66,1965,37,Sperry,1278.6
28,1965,38,Republic Steel,1272.7
53,1965,39,Conoco,1267.6
36,1965,40,International Paper,1245.9
43,1965,41,Eastman Kodak,1237.2
39,1965,42,United Technologies,1235.9
40,1965,43,American Can,1225.8
86,1965,44,Burlington Industries Equity,1206.4
45,1965,45,Continental Group,1198.1
21,1965,46,Sinclair Oil,1187.3
29,1965,47,Citgo Petroleum,1170.4
75,1965,48,Caterpillar,1161.0
32,1965,49,Uniroyal,1086.6
69,1965,50,Dow Chemical,1077.5
50,1965,51,ARMCO,1063.5
51,1965,52,Honeywell Intl.,1043.1
35,1965,53,Alcoa,1036.9
147,1965,54,GenCorp,1027.2
76,1965,55,American Motors,1009.5
57,1965,56,National Intergroup,966.1
55,1965,57,Jones & Laughlin Steel,946.6
67,1965,58,Nabisco Group Holdings,937.6
131,1965,59,3M,903.9
91,1965,60,Singer,896.2
62,1965,61,Anaconda,895.0
164,1965,62,Bestfoods,894.2
49,1965,63,Ryerson Tull,873.7
44,1965,64,Goodrich,872.4
252,1965,65,McDonnell Douglas,865.4
77,1965,66,Ralston Purina,864.8
38,1965,67,Sunoco,838.3
126,1965,68,Coca-Cola,833.6
138,1965,69,FMC,830.1
68,1965,70,PPG Industries,827.6
104,1965,71,Deere,816.6
59,1965,72,Olin,815.7
74,1965,73,Sealed Air,815.0
115,1965,74,Colgate-Palmolive,806.6
78,1965,75,American Cyanamid,779.0
111,1965,76,Martin Marietta,767.1
37,1965,77,Wilson,766.4
46,1965,78,Bendix,742.3
70,1965,79,Youngstown Sheet & Tube,725.9
292,1965,80,Textron,720.2
81,1965,81,BorgWarner,719.3
210,1965,82,Celanese,700.8
89,1965,83,Owens-Illinois,693.6
48,1965,84,Fortune Brands,689.2
599,1965,85,Litton Industries,686.1
107,1965,86,J.P. Stevens,684.7
72,1965,87,NL Industries,683.6
63,1965,88,Tidewater Oil,675.0
132,1965,89,Honeywell,667.2
116,1965,90,NCR,665.8
103,1965,91,Crown Zellerbach,663.8
114,1965,92,Weyerhaeuser,663.3
88,1965,93,Campbell Soup,660.4
98,1965,94,Morrell (John),655.7
26,1965,95,Douglas Aircraft,650.1
47,1965,96,Atlantic Richfield,636.3
54,1965,97,Allis-Chalmers,629.1
97,1965,98,Reynolds Metals,620.1
161,1965,99,St. Regis,616.6
73,1965,100,Standard Brands,614.6
60,1965,101,Asarco,608.0
82,1965,102,Nabisco Brands,607.5
109,1965,103,Beatrice,606.2
80,1965,104,Pure Oil,605.2
583,1965,105,Signal Companies,604.8
129,1965,106,Grumman,598.4
185,1965,107,Whirlpool,590.8
205,1965,108,Genesco,589.2
157,1965,109,Wyeth,571.0
84,1965,110,Unocal,567.7
189,1965,111,Eaton,559.4
100,1965,112,American Standard,558.9
177,1965,113,Kimberly-Clark,554.7
112,1965,114,TRW,553.4
213,1965,115,White Motor,550.7
71,1965,116,Kennecott,544.0
56,1965,117,General Mills,541.3
169,1965,118,Hercules,531.0
